Date,Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform,Return Rate,Month/Year,Discount Bucket 
12/19/2022,Collagen Peptides,Protein,153.00,$30.99,"$4,741.47",22.00%,1.00,UK,Amazon,0.65%,Dec 2022,20–25%
12/19/2022,Magnesium,Mineral,171.00,$33.39,"$5,709.69",2.00%,3.00,UK,iHerb,1.75%,Dec 2022,0–5%
12/19/2022,Ashwagandha,Herbal,128.00,$36.87,"$4,719.36",4.00%,0.00,UK,Amazon,0.00%,Dec 2022,0–5%
12/19/2022,Melatonin,Sleep Aid,147.00,$18.03,"$2,650.41",2.00%,0.00,USA,Amazon,0.00%,Dec 2022,0–5%
12/19/2022,Biotin,Vitamin,158.00,$32.63,"$5,155.54",13.00%,0.00,USA,iHerb,0.00%,Dec 2022,10–15%
12/19/2022,Green Tea Extract,Fat Burner,127.00,$37.19,"$4,723.13",18.00%,1.00,USA,Walmart,0.79%,Dec 2022,15–20%
12/19/2022,Iron Supplement,Mineral,146.00,$49.04,"$7,159.84",9.00%,2.00,UK,Amazon,1.37%,Dec 2022,5–10%
12/19/2022,Electrolyte Powder,Hydration,150.00,$55.36,"$8,304.00",23.00%,1.00,USA,Amazon,0.67%,Dec 2022,20–25%
12/26/2022,Whey Protein,Protein,150.00,$56.79,"$8,518.50",11.00%,0.00,USA,Walmart,0.00%,Dec 2022,10–15%
12/26/2022,Vitamin C,Vitamin,148.00,$35.13,"$5,199.24",14.00%,1.00,UK,Amazon,0.68%,Dec 2022,10–15%
12/26/2022,Fish Oil,Omega,160.00,$28.34,"$4,534.40",19.00%,1.00,USA,Walmart,0.63%,Dec 2022,15–20%
12/26/2022,Multivitamin,Vitamin,138.00,$27.25,"$3,760.50",3.00%,6.00,USA,Walmart,4.35%,Dec 2022,0–5%
12/26/2022,Pre-Workout,Performance,122.00,$32.60,"$3,977.20",8.00%,1.00,UK,Amazon,0.82%,Dec 2022,5–10%
12/26/2022,BCAA,Amino Acid,135.00,$26.62,"$3,593.70",15.00%,2.00,Canada,Walmart,1.48%,Dec 2022,10–15%
12/26/2022,Creatine,Performance,167.00,$40.42,"$6,750.14",10.00%,2.00,Canada,Amazon,1.20%,Dec 2022,5–10%
12/26/2022,Zinc,Mineral,160.00,$15.19,"$2,430.40",10.00%,2.00,Canada,Walmart,1.25%,Dec 2022,5–10%
12/26/2022,Collagen Peptides,Protein,148.00,$30.57,"$4,524.36",15.00%,7.00,Canada,iHerb,4.73%,Dec 2022,10–15%
12/26/2022,Magnesium,Mineral,150.00,$18.14,"$2,721.00",1.00%,2.00,UK,Walmart,1.33%,Dec 2022,0–5%
12/26/2022,Ashwagandha,Herbal,151.00,$44.77,"$6,760.27",19.00%,1.00,USA,iHerb,0.66%,Dec 2022,15–20%
12/26/2022,Melatonin,Sleep Aid,145.00,$32.64,"$4,732.80",20.00%,2.00,USA,Walmart,1.38%,Dec 2022,15–20%
12/26/2022,Biotin,Vitamin,156.00,$56.96,"$8,885.76",14.00%,1.00,USA,Walmart,0.64%,Dec 2022,10–15%
12/26/2022,Green Tea Extract,Fat Burner,146.00,$42.54,"$6,210.84",4.00%,0.00,UK,Amazon,0.00%,Dec 2022,0–5%
12/26/2022,Iron Supplement,Mineral,157.00,$34.98,"$5,491.86",19.00%,2.00,Canada,Walmart,1.27%,Dec 2022,15–20%
12/26/2022,Electrolyte Powder,Hydration,129.00,$20.97,"$2,705.13",6.00%,1.00,Canada,iHerb,0.78%,Dec 2022,5–10%
1/2/2023,Whey Protein,Protein,150.00,$13.38,"$2,007.00",4.00%,5.00,UK,Walmart,3.33%,Jan 2023,0–5%
1/2/2023,Vitamin C,Vitamin,149.00,$52.44,"$7,813.56",13.00%,2.00,Canada,iHerb,1.34%,Jan 2023,10–15%
1/2/2023,Fish Oil,Omega,138.00,$23.62,"$3,259.56",21.00%,0.00,Canada,iHerb,0.00%,Jan 2023,20–25%
1/2/2023,Multivitamin,Vitamin,160.00,$54.06,"$8,649.60",8.00%,2.00,UK,iHerb,1.25%,Jan 2023,5–10%
1/2/2023,Pre-Workout,Performance,149.00,$42.27,"$6,298.23",24.00%,0.00,Canada,Walmart,0.00%,Jan 2023,20–25%
1/2/2023,BCAA,Amino Acid,171.00,$50.37,"$8,613.27",10.00%,1.00,Canada,Walmart,0.58%,Jan 2023,5–10%
1/2/2023,Creatine,Performance,166.00,$36.73,"$6,097.18",1.00%,0.00,UK,Walmart,0.00%,Jan 2023,0–5%
1/2/2023,Zinc,Mineral,155.00,$39.13,"$6,065.15",4.00%,1.00,UK,iHerb,0.65%,Jan 2023,0–5%
1/2/2023,Collagen Peptides,Protein,145.00,$53.52,"$7,760.40",19.00%,0.00,UK,Amazon,0.00%,Jan 2023,15–20%
1/2/2023,Magnesium,Mineral,168.00,$47.19,"$7,927.92",4.00%,2.00,Canada,Amazon,1.19%,Jan 2023,0–5%
1/2/2023,Ashwagandha,Herbal,140.00,$10.84,"$1,517.60",4.00%,0.00,Canada,Walmart,0.00%,Jan 2023,0–5%
1/2/2023,Melatonin,Sleep Aid,140.00,$44.60,"$6,244.00",1.00%,2.00,UK,Amazon,1.43%,Jan 2023,0–5%
1/2/2023,Biotin,Vitamin,173.00,$40.72,"$7,044.56",1.00%,4.00,USA,Walmart,2.31%,Jan 2023,0–5%
1/2/2023,Green Tea Extract,Fat Burner,151.00,$27.12,"$4,095.12",2.00%,1.00,UK,Amazon,0.66%,Jan 2023,0–5%
1/2/2023,Iron Supplement,Mineral,156.00,$29.19,"$4,553.64",3.00%,1.00,USA,iHerb,0.64%,Jan 2023,0–5%
1/2/2023,Electrolyte Powder,Hydration,131.00,$16.76,"$2,195.56",15.00%,1.00,UK,iHerb,0.76%,Jan 2023,10–15%
1/9/2023,Whey Protein,Protein,139.00,$32.85,"$4,566.15",10.00%,1.00,USA,Amazon,0.72%,Jan 2023,5–10%
1/9/2023,Vitamin C,Vitamin,150.00,$37.95,"$5,692.50",17.00%,0.00,USA,Walmart,0.00%,Jan 2023,15–20%
1/9/2023,Fish Oil,Omega,149.00,$19.32,"$2,878.68",14.00%,3.00,Canada,iHerb,2.01%,Jan 2023,10–15%
1/9/2023,Multivitamin,Vitamin,167.00,$30.96,"$5,170.32",15.00%,0.00,UK,Walmart,0.00%,Jan 2023,10–15%
1/9/2023,Pre-Workout,Performance,160.00,$55.17,"$8,827.20",0.00%,1.00,USA,Walmart,0.63%,Jan 2023,0–5%
1/9/2023,BCAA,Amino Acid,163.00,$54.72,"$8,919.36",1.00%,2.00,USA,Amazon,1.23%,Jan 2023,0–5%
1/9/2023,Creatine,Performance,152.00,$35.68,"$5,423.36",15.00%,0.00,UK,Amazon,0.00%,Jan 2023,10–15%
1/9/2023,Zinc,Mineral,141.00,$33.42,"$4,712.22",21.00%,1.00,Canada,Walmart,0.71%,Jan 2023,20–25%
1/9/2023,Collagen Peptides,Protein,170.00,$48.54,"$8,251.80",3.00%,0.00,USA,Walmart,0.00%,Jan 2023,0–5%
1/9/2023,Magnesium,Mineral,141.00,$50.97,"$7,186.77",18.00%,4.00,UK,iHerb,2.84%,Jan 2023,15–20%
1/9/2023,Ashwagandha,Herbal,158.00,$44.95,"$7,102.10",25.00%,2.00,USA,Amazon,1.27%,Jan 2023,20–25%
1/9/2023,Melatonin,Sleep Aid,133.00,$52.54,"$6,987.82",24.00%,0.00,UK,iHerb,0.00%,Jan 2023,20–25%
1/9/2023,Biotin,Vitamin,150.00,$22.37,"$3,355.50",15.00%,1.00,USA,Amazon,0.67%,Jan 2023,10–15%
1/9/2023,Green Tea Extract,Fat Burner,144.00,$36.46,"$5,250.24",11.00%,1.00,Canada,iHerb,0.69%,Jan 2023,10–15%
1/9/2023,Iron Supplement,Mineral,143.00,$12.37,"$1,768.91",5.00%,2.00,UK,Walmart,1.40%,Jan 2023,0–5%
1/9/2023,Electrolyte Powder,Hydration,161.00,$15.43,"$2,484.23",19.00%,1.00,UK,iHerb,0.62%,Jan 2023,15–20%
1/16/2023,Whey Protein,Protein,178.00,$26.34,"$4,688.52",7.00%,2.00,USA,Walmart,1.12%,Jan 2023,5–10%
1/16/2023,Vitamin C,Vitamin,129.00,$18.79,"$2,423.91",19.00%,1.00,USA,iHerb,0.78%,Jan 2023,15–20%
1/16/2023,Fish Oil,Omega,147.00,$20.71,"$3,044.37",14.00%,4.00,USA,iHerb,2.72%,Jan 2023,10–15%
1/16/2023,Multivitamin,Vitamin,128.00,$22.15,"$2,835.20",6.00%,1.00,UK,Amazon,0.78%,Jan 2023,5–10%
1/16/2023,Pre-Workout,Performance,138.00,$41.84,"$5,773.92",13.00%,1.00,USA,Walmart,0.72%,Jan 2023,10–15%
1/16/2023,BCAA,Amino Acid,138.00,$30.06,"$4,148.28",20.00%,2.00,UK,Amazon,1.45%,Jan 2023,15–20%
1/16/2023,Creatine,Performance,134.00,$55.41,"$7,424.94",13.00%,3.00,Canada,Amazon,2.24%,Jan 2023,10–15%
1/16/2023,Zinc,Mineral,125.00,$36.97,"$4,621.25",22.00%,0.00,UK,Walmart,0.00%,Jan 2023,20–25%
1/16/2023,Collagen Peptides,Protein,140.00,$53.29,"$7,460.60",23.00%,5.00,UK,iHerb,3.57%,Jan 2023,20–25%
1/16/2023,Magnesium,Mineral,181.00,$12.39,"$2,242.59",4.00%,1.00,UK,Walmart,0.55%,Jan 2023,0–5%
1/16/2023,Ashwagandha,Herbal,137.00,$55.87,"$7,654.19",12.00%,0.00,USA,Walmart,0.00%,Jan 2023,10–15%
1/16/2023,Melatonin,Sleep Aid,148.00,$38.88,"$5,754.24",11.00%,0.00,UK,iHerb,0.00%,Jan 2023,10–15%
1/16/2023,Biotin,Vitamin,149.00,$17.79,"$2,650.71",5.00%,2.00,USA,iHerb,1.34%,Jan 2023,0–5%
1/16/2023,Green Tea Extract,Fat Burner,141.00,$23.58,"$3,324.78",1.00%,1.00,Canada,iHerb,0.71%,Jan 2023,0–5%
1/16/2023,Iron Supplement,Mineral,138.00,$42.06,"$5,804.28",23.00%,2.00,USA,Walmart,1.45%,Jan 2023,20–25%
1/16/2023,Electrolyte Powder,Hydration,137.00,$42.09,"$5,766.33",17.00%,2.00,UK,Amazon,1.46%,Jan 2023,15–20%
1/23/2023,Whey Protein,Protein,153.00,$41.83,"$6,399.99",7.00%,0.00,USA,iHerb,0.00%,Jan 2023,5–10%
1/23/2023,Vitamin C,Vitamin,154.00,$14.00,"$2,156.00",0.00%,2.00,Canada,Walmart,1.30%,Jan 2023,0–5%
1/23/2023,Fish Oil,Omega,145.00,$28.76,"$4,170.20",12.00%,1.00,UK,iHerb,0.69%,Jan 2023,10–15%
1/23/2023,Multivitamin,Vitamin,155.00,$58.19,"$9,019.45",23.00%,3.00,Canada,iHerb,1.94%,Jan 2023,20–25%
1/23/2023,Pre-Workout,Performance,171.00,$36.82,"$6,296.22",19.00%,2.00,UK,iHerb,1.17%,Jan 2023,15–20%
1/23/2023,BCAA,Amino Acid,168.00,$59.89,"$10,061.52",9.00%,3.00,Canada,Amazon,1.79%,Jan 2023,5–10%
1/23/2023,Creatine,Performance,157.00,$26.29,"$4,127.53",20.00%,3.00,UK,Walmart,1.91%,Jan 2023,15–20%
1/23/2023,Zinc,Mineral,139.00,$29.61,"$4,115.79",25.00%,1.00,USA,Amazon,0.72%,Jan 2023,20–25%
1/23/2023,Collagen Peptides,Protein,140.00,$42.69,"$5,976.60",2.00%,2.00,UK,Walmart,1.43%,Jan 2023,0–5%
1/23/2023,Magnesium,Mineral,173.00,$13.38,"$2,314.74",25.00%,2.00,UK,iHerb,1.16%,Jan 2023,20–25%
1/23/2023,Ashwagandha,Herbal,136.00,$18.56,"$2,524.16",21.00%,0.00,UK,iHerb,0.00%,Jan 2023,20–25%
1/23/2023,Melatonin,Sleep Aid,140.00,$39.31,"$5,503.40",20.00%,2.00,USA,iHerb,1.43%,Jan 2023,15–20%
1/23/2023,Biotin,Vitamin,139.00,$42.21,"$5,867.19",4.00%,4.00,UK,iHerb,2.88%,Jan 2023,0–5%
1/23/2023,Green Tea Extract,Fat Burner,150.00,$56.86,"$8,529.00",15.00%,2.00,Canada,Amazon,1.33%,Jan 2023,10–15%
1/23/2023,Iron Supplement,Mineral,151.00,$11.66,"$1,760.66",7.00%,1.00,UK,iHerb,0.66%,Jan 2023,5–10%
1/23/2023,Electrolyte Powder,Hydration,128.00,$29.68,"$3,799.04",7.00%,0.00,Canada,iHerb,0.00%,Jan 2023,5–10%
1/30/2023,Whey Protein,Protein,158.00,$29.75,"$4,700.50",14.00%,1.00,UK,Amazon,0.63%,Jan 2023,10–15%
1/30/2023,Vitamin C,Vitamin,154.00,$34.43,"$5,302.22",16.00%,3.00,Canada,iHerb,1.95%,Jan 2023,15–20%
1/30/2023,Fish Oil,Omega,146.00,$39.88,"$5,822.48",23.00%,1.00,USA,Walmart,0.68%,Jan 2023,20–25%
1/30/2023,Multivitamin,Vitamin,143.00,$12.46,"$1,781.78",3.00%,0.00,UK,iHerb,0.00%,Jan 2023,0–5%
1/30/2023,Pre-Workout,Performance,164.00,$53.08,"$8,705.12",11.00%,0.00,USA,iHerb,0.00%,Jan 2023,10–15%
1/30/2023,BCAA,Amino Acid,146.00,$41.22,"$6,018.12",17.00%,1.00,UK,Amazon,0.68%,Jan 2023,15–20%
1/30/2023,Creatine,Performance,164.00,$51.50,"$8,446.00",5.00%,3.00,USA,iHerb,1.83%,Jan 2023,0–5%
1/30/2023,Zinc,Mineral,143.00,$52.17,"$7,460.31",24.00%,2.00,Canada,Walmart,1.40%,Jan 2023,20–25%
1/30/2023,Collagen Peptides,Protein,140.00,$33.33,"$4,666.20",22.00%,0.00,USA,Amazon,0.00%,Jan 2023,20–25%
1/30/2023,Magnesium,Mineral,163.00,$50.43,"$8,220.09",23.00%,1.00,Canada,Amazon,0.61%,Jan 2023,20–25%
1/30/2023,Ashwagandha,Herbal,145.00,$36.47,"$5,288.15",17.00%,2.00,UK,iHerb,1.38%,Jan 2023,15–20%
1/30/2023,Melatonin,Sleep Aid,136.00,$19.79,"$2,691.44",23.00%,0.00,UK,Walmart,0.00%,Jan 2023,20–25%
1/30/2023,Biotin,Vitamin,159.00,$25.89,"$4,116.51",8.00%,2.00,Canada,iHerb,1.26%,Jan 2023,5–10%
1/30/2023,Green Tea Extract,Fat Burner,152.00,$25.37,"$3,856.24",17.00%,2.00,Canada,iHerb,1.32%,Jan 2023,15–20%
1/30/2023,Iron Supplement,Mineral,135.00,$34.14,"$4,608.90",9.00%,1.00,Canada,Walmart,0.74%,Jan 2023,5–10%
1/30/2023,Electrolyte Powder,Hydration,157.00,$45.47,"$7,138.79",23.00%,2.00,UK,Walmart,1.27%,Jan 2023,20–25%
2/6/2023,Whey Protein,Protein,154.00,$53.22,"$8,195.88",7.00%,2.00,UK,iHerb,1.30%,Feb 2023,5–10%
2/6/2023,Vitamin C,Vitamin,158.00,$13.02,"$2,057.16",20.00%,0.00,USA,iHerb,0.00%,Feb 2023,15–20%
2/6/2023,Fish Oil,Omega,157.00,$53.12,"$8,339.84",4.00%,1.00,UK,Walmart,0.64%,Feb 2023,0–5%
2/6/2023,Multivitamin,Vitamin,153.00,$27.04,"$4,137.12",12.00%,1.00,UK,iHerb,0.65%,Feb 2023,10–15%
2/6/2023,Pre-Workout,Performance,148.00,$38.31,"$5,669.88",6.00%,5.00,Canada,iHerb,3.38%,Feb 2023,5–10%
2/6/2023,BCAA,Amino Acid,150.00,$33.85,"$5,077.50",22.00%,0.00,UK,Walmart,0.00%,Feb 2023,20–25%
2/6/2023,Creatine,Performance,156.00,$18.48,"$2,882.88",20.00%,1.00,USA,Amazon,0.64%,Feb 2023,15–20%
2/6/2023,Zinc,Mineral,142.00,$41.93,"$5,954.06",22.00%,2.00,UK,Walmart,1.41%,Feb 2023,20–25%
2/6/2023,Collagen Peptides,Protein,159.00,$12.74,"$2,025.66",19.00%,2.00,USA,Amazon,1.26%,Feb 2023,15–20%
2/6/2023,Magnesium,Mineral,127.00,$14.12,"$1,793.24",18.00%,1.00,Canada,Walmart,0.79%,Feb 2023,15–20%
2/6/2023,Ashwagandha,Herbal,179.00,$40.30,"$7,213.70",5.00%,2.00,USA,Amazon,1.12%,Feb 2023,0–5%
2/6/2023,Melatonin,Sleep Aid,158.00,$50.75,"$8,018.50",21.00%,0.00,Canada,Walmart,0.00%,Feb 2023,20–25%
2/6/2023,Biotin,Vitamin,144.00,$34.93,"$5,029.92",5.00%,1.00,UK,Amazon,0.69%,Feb 2023,0–5%
2/6/2023,Green Tea Extract,Fat Burner,147.00,$50.49,"$7,422.03",10.00%,0.00,UK,Amazon,0.00%,Feb 2023,5–10%
2/6/2023,Iron Supplement,Mineral,145.00,$43.14,"$6,255.30",21.00%,2.00,UK,Walmart,1.38%,Feb 2023,20–25%
2/6/2023,Electrolyte Powder,Hydration,146.00,$19.31,"$2,819.26",7.00%,2.00,Canada,Walmart,1.37%,Feb 2023,5–10%
2/13/2023,Whey Protein,Protein,168.00,$33.26,"$5,587.68",2.00%,0.00,Canada,Amazon,0.00%,Feb 2023,0–5%
2/13/2023,Vitamin C,Vitamin,145.00,$40.46,"$5,866.70",0.00%,5.00,USA,iHerb,3.45%,Feb 2023,0–5%
2/13/2023,Fish Oil,Omega,145.00,$36.75,"$5,328.75",3.00%,2.00,UK,iHerb,1.38%,Feb 2023,0–5%
2/13/2023,Multivitamin,Vitamin,158.00,$35.73,"$5,645.34",2.00%,2.00,UK,Walmart,1.27%,Feb 2023,0–5%
2/13/2023,Pre-Workout,Performance,170.00,$23.18,"$3,940.60",23.00%,1.00,Canada,Walmart,0.59%,Feb 2023,20–25%
2/13/2023,BCAA,Amino Acid,155.00,$39.82,"$6,172.10",10.00%,1.00,UK,iHerb,0.65%,Feb 2023,5–10%
2/13/2023,Creatine,Performance,159.00,$42.18,"$6,706.62",6.00%,0.00,Canada,Walmart,0.00%,Feb 2023,5–10%
2/13/2023,Zinc,Mineral,162.00,$25.34,"$4,105.08",3.00%,0.00,Canada,Walmart,0.00%,Feb 2023,0–5%
2/13/2023,Collagen Peptides,Protein,144.00,$55.94,"$8,055.36",22.00%,3.00,UK,Walmart,2.08%,Feb 2023,20–25%
2/13/2023,Magnesium,Mineral,169.00,$20.97,"$3,543.93",20.00%,1.00,Canada,Amazon,0.59%,Feb 2023,15–20%
2/13/2023,Ashwagandha,Herbal,141.00,$35.75,"$5,040.75",8.00%,0.00,UK,Walmart,0.00%,Feb 2023,5–10%
2/13/2023,Melatonin,Sleep Aid,148.00,$38.53,"$5,702.44",22.00%,0.00,Canada,Amazon,0.00%,Feb 2023,20–25%
2/13/2023,Biotin,Vitamin,136.00,$33.17,"$4,511.12",17.00%,2.00,Canada,Walmart,1.47%,Feb 2023,15–20%
2/13/2023,Green Tea Extract,Fat Burner,146.00,$37.55,"$5,482.30",3.00%,1.00,UK,iHerb,0.68%,Feb 2023,0–5%
2/13/2023,Iron Supplement,Mineral,139.00,$15.56,"$2,162.84",1.00%,2.00,UK,Amazon,1.44%,Feb 2023,0–5%
2/13/2023,Electrolyte Powder,Hydration,154.00,$43.02,"$6,625.08",3.00%,1.00,USA,iHerb,0.65%,Feb 2023,0–5%
2/20/2023,Whey Protein,Protein,134.00,$47.35,"$6,344.90",5.00%,1.00,UK,iHerb,0.75%,Feb 2023,0–5%
2/20/2023,Vitamin C,Vitamin,162.00,$20.50,"$3,321.00",20.00%,2.00,Canada,iHerb,1.23%,Feb 2023,15–20%
2/20/2023,Fish Oil,Omega,157.00,$38.18,"$5,994.26",18.00%,1.00,USA,Amazon,0.64%,Feb 2023,15–20%
2/20/2023,Multivitamin,Vitamin,145.00,$25.44,"$3,688.80",14.00%,2.00,UK,iHerb,1.38%,Feb 2023,10–15%
2/20/2023,Pre-Workout,Performance,147.00,$50.28,"$7,391.16",18.00%,1.00,UK,Walmart,0.68%,Feb 2023,15–20%
2/20/2023,BCAA,Amino Acid,144.00,$53.81,"$7,748.64",22.00%,0.00,USA,iHerb,0.00%,Feb 2023,20–25%
2/20/2023,Creatine,Performance,147.00,$58.88,"$8,655.36",17.00%,1.00,Canada,Amazon,0.68%,Feb 2023,15–20%
2/20/2023,Zinc,Mineral,131.00,$47.63,"$6,239.53",12.00%,1.00,USA,Walmart,0.76%,Feb 2023,10–15%
2/20/2023,Collagen Peptides,Protein,168.00,$22.45,"$3,771.60",23.00%,3.00,Canada,Amazon,1.79%,Feb 2023,20–25%
2/20/2023,Magnesium,Mineral,163.00,$17.16,"$2,797.08",1.00%,1.00,USA,iHerb,0.61%,Feb 2023,0–5%
2/20/2023,Ashwagandha,Herbal,160.00,$46.46,"$7,433.60",6.00%,1.00,USA,Walmart,0.63%,Feb 2023,5–10%
2/20/2023,Melatonin,Sleep Aid,146.00,$15.48,"$2,260.08",12.00%,1.00,UK,Walmart,0.68%,Feb 2023,10–15%
2/20/2023,Biotin,Vitamin,157.00,$37.21,"$5,841.97",1.00%,2.00,UK,Amazon,1.27%,Feb 2023,0–5%
2/20/2023,Green Tea Extract,Fat Burner,124.00,$44.25,"$5,487.00",5.00%,2.00,Canada,iHerb,1.61%,Feb 2023,0–5%
2/20/2023,Iron Supplement,Mineral,170.00,$25.26,"$4,294.20",15.00%,4.00,UK,Walmart,2.35%,Feb 2023,10–15%
2/20/2023,Electrolyte Powder,Hydration,143.00,$10.47,"$1,497.21",0.00%,2.00,USA,Walmart,1.40%,Feb 2023,0–5%
2/27/2023,Whey Protein,Protein,160.00,$56.50,"$9,040.00",3.00%,1.00,USA,Walmart,0.63%,Feb 2023,0–5%
2/27/2023,Vitamin C,Vitamin,169.00,$44.11,"$7,454.59",13.00%,0.00,UK,iHerb,0.00%,Feb 2023,10–15%
2/27/2023,Fish Oil,Omega,142.00,$52.62,"$7,472.04",18.00%,2.00,UK,Amazon,1.41%,Feb 2023,15–20%
2/27/2023,Multivitamin,Vitamin,150.00,$15.96,"$2,394.00",10.00%,0.00,Canada,Amazon,0.00%,Feb 2023,5–10%
2/27/2023,Pre-Workout,Performance,139.00,$30.93,"$4,299.27",1.00%,1.00,Canada,iHerb,0.72%,Feb 2023,0–5%
2/27/2023,BCAA,Amino Acid,152.00,$57.16,"$8,688.32",2.00%,3.00,USA,Walmart,1.97%,Feb 2023,0–5%
2/27/2023,Creatine,Performance,145.00,$30.09,"$4,363.05",2.00%,2.00,UK,Amazon,1.38%,Feb 2023,0–5%
2/27/2023,Zinc,Mineral,123.00,$46.15,"$5,676.45",10.00%,0.00,USA,iHerb,0.00%,Feb 2023,5–10%
2/27/2023,Collagen Peptides,Protein,160.00,$56.13,"$8,980.80",9.00%,1.00,USA,iHerb,0.63%,Feb 2023,5–10%
2/27/2023,Magnesium,Mineral,145.00,$47.55,"$6,894.75",8.00%,1.00,UK,iHerb,0.69%,Feb 2023,5–10%
2/27/2023,Ashwagandha,Herbal,147.00,$55.89,"$8,215.83",17.00%,1.00,Canada,Walmart,0.68%,Feb 2023,15–20%
2/27/2023,Melatonin,Sleep Aid,161.00,$13.03,"$2,097.83",2.00%,0.00,UK,Amazon,0.00%,Feb 2023,0–5%
2/27/2023,Biotin,Vitamin,148.00,$25.65,"$3,796.20",10.00%,3.00,Canada,Walmart,2.03%,Feb 2023,5–10%
2/27/2023,Green Tea Extract,Fat Burner,164.00,$23.34,"$3,827.76",3.00%,0.00,Canada,Walmart,0.00%,Feb 2023,0–5%
2/27/2023,Iron Supplement,Mineral,132.00,$37.59,"$4,961.88",2.00%,0.00,Canada,Amazon,0.00%,Feb 2023,0–5%
2/27/2023,Electrolyte Powder,Hydration,137.00,$40.79,"$5,588.23",14.00%,0.00,USA,Walmart,0.00%,Feb 2023,10–15%
3/6/2023,Whey Protein,Protein,145.00,$21.32,"$3,091.40",22.00%,4.00,UK,iHerb,2.76%,Mar 2023,20–25%
3/6/2023,Vitamin C,Vitamin,155.00,$42.14,"$6,531.70",1.00%,6.00,USA,iHerb,3.87%,Mar 2023,0–5%
3/6/2023,Fish Oil,Omega,131.00,$22.64,"$2,965.84",10.00%,2.00,USA,iHerb,1.53%,Mar 2023,5–10%
3/6/2023,Multivitamin,Vitamin,148.00,$26.72,"$3,954.56",9.00%,4.00,USA,Amazon,2.70%,Mar 2023,5–10%
3/6/2023,Pre-Workout,Performance,162.00,$19.99,"$3,238.38",20.00%,0.00,USA,Walmart,0.00%,Mar 2023,15–20%
3/6/2023,BCAA,Amino Acid,139.00,$54.02,"$7,508.78",3.00%,0.00,USA,Walmart,0.00%,Mar 2023,0–5%
3/6/2023,Creatine,Performance,150.00,$38.44,"$5,766.00",11.00%,1.00,UK,Walmart,0.67%,Mar 2023,10–15%
3/6/2023,Zinc,Mineral,132.00,$51.05,"$6,738.60",22.00%,0.00,Canada,Walmart,0.00%,Mar 2023,20–25%
3/6/2023,Collagen Peptides,Protein,133.00,$40.41,"$5,374.53",18.00%,1.00,UK,iHerb,0.75%,Mar 2023,15–20%
3/6/2023,Magnesium,Mineral,156.00,$56.77,"$8,856.12",2.00%,0.00,UK,Walmart,0.00%,Mar 2023,0–5%
3/6/2023,Ashwagandha,Herbal,127.00,$49.63,"$6,303.01",14.00%,0.00,USA,Amazon,0.00%,Mar 2023,10–15%
3/6/2023,Melatonin,Sleep Aid,141.00,$38.04,"$5,363.64",6.00%,0.00,USA,Walmart,0.00%,Mar 2023,5–10%
3/6/2023,Biotin,Vitamin,159.00,$32.62,"$5,186.58",3.00%,3.00,Canada,iHerb,1.89%,Mar 2023,0–5%
3/6/2023,Green Tea Extract,Fat Burner,152.00,$34.77,"$5,285.04",24.00%,3.00,Canada,Walmart,1.97%,Mar 2023,20–25%
3/6/2023,Iron Supplement,Mineral,153.00,$26.15,"$4,000.95",9.00%,0.00,UK,Amazon,0.00%,Mar 2023,5–10%
3/6/2023,Electrolyte Powder,Hydration,153.00,$48.68,"$7,448.04",4.00%,1.00,Canada,Walmart,0.65%,Mar 2023,0–5%
3/13/2023,Whey Protein,Protein,137.00,$17.90,"$2,452.30",23.00%,0.00,USA,Amazon,0.00%,Mar 2023,20–25%
3/13/2023,Vitamin C,Vitamin,142.00,$32.92,"$4,674.64",1.00%,1.00,UK,Walmart,0.70%,Mar 2023,0–5%
3/13/2023,Fish Oil,Omega,153.00,$38.19,"$5,843.07",2.00%,2.00,UK,Amazon,1.31%,Mar 2023,0–5%
3/13/2023,Multivitamin,Vitamin,172.00,$27.09,"$4,659.48",8.00%,0.00,USA,Amazon,0.00%,Mar 2023,5–10%
3/13/2023,Pre-Workout,Performance,155.00,$32.97,"$5,110.35",23.00%,0.00,USA,Amazon,0.00%,Mar 2023,20–25%
3/13/2023,BCAA,Amino Acid,139.00,$35.14,"$4,884.46",8.00%,0.00,UK,iHerb,0.00%,Mar 2023,5–10%
3/13/2023,Creatine,Performance,159.00,$44.38,"$7,056.42",9.00%,1.00,Canada,Walmart,0.63%,Mar 2023,5–10%
3/13/2023,Zinc,Mineral,173.00,$35.01,"$6,056.73",21.00%,2.00,Canada,Walmart,1.16%,Mar 2023,20–25%
3/13/2023,Collagen Peptides,Protein,142.00,$44.01,"$6,249.42",22.00%,0.00,Canada,Walmart,0.00%,Mar 2023,20–25%
3/13/2023,Magnesium,Mineral,127.00,$21.64,"$2,748.28",7.00%,0.00,Canada,iHerb,0.00%,Mar 2023,5–10%
3/13/2023,Ashwagandha,Herbal,138.00,$56.70,"$7,824.60",4.00%,0.00,Canada,Walmart,0.00%,Mar 2023,0–5%
3/13/2023,Melatonin,Sleep Aid,160.00,$15.24,"$2,438.40",21.00%,1.00,Canada,Walmart,0.63%,Mar 2023,20–25%
3/13/2023,Biotin,Vitamin,141.00,$51.11,"$7,206.51",19.00%,3.00,UK,iHerb,2.13%,Mar 2023,15–20%
